name,company,year,Price,kms_driven,fuel_type
tata indica vista,tata,2009,93000,70000,Diesel
hyundai i20 active,hyundai,2016,560000,68523,Petrol
hyundai eon 1.0,hyundai,2019,400000,5000,Petrol
tata tigor 1.2,tata,2018,459999,40000,Petrol
hyundai xcent 1.2,hyundai,2017,450000,43000,Diesel
maruti alto green,maruti,2010,88000,80251,CNG
hyundai i20 1.2,hyundai,2010,250000,34500,Petrol
ford ikon 1.4,ford,2000,22000,42743,Petrol
chevrolet beat diesel,chevrolet,2013,130000,93900,Diesel
maruti zen vxi,maruti,2004,79000,80000,Petrol
chevrolet beat diesel,chevrolet,2012,120000,110000,Diesel
bmw 7 series,bmw,2011,1700000,100000,Diesel
chevrolet optra magnum,chevrolet,2012,300000,25000,Diesel
chevrolet optra magnum,chevrolet,2012,300000,25000,Diesel
maruti a-star lxi,maruti,2009,145000,25000,Petrol
ford endeavour 3.2,ford,2019,3200000,20000,Diesel
chevrolet spark 1.0,chevrolet,2013,240000,10000,Petrol
honda wr-v i-dtec,honda,2018,700000,30000,Diesel
hyundai accent glx,hyundai,2010,145000,110000,Petrol
maruti ertiga vdi,maruti,2014,535000,80000,Diesel
mahindra kuv 100,mahindra,2016,420000,21000,Petrol
maruti alto k10,maruti,2016,350000,20000,Petrol
maruti swift vdi,maruti,2015,550000,32000,Diesel
mitsubishi montero 3.2,mitsubishi,2007,750000,180000,Diesel
tata indica vista,tata,2012,198000,70000,Diesel
hyundai i20 magna,hyundai,2013,420000,50000,Diesel
hyundai i20 magna,hyundai,2013,420000,50000,Diesel
ford endeavour 4x2,ford,2004,195000,120000,Diesel
hyundai eon sportz,hyundai,2012,150000,55766,Petrol
nissan micra xl,nissan,2011,275000,40000,Petrol
maruti 800 std,maruti,2001,65000,60000,Petrol
maruti swift lxi,maruti,2008,200000,50000,Petrol
maruti swift dzire,maruti,2010,250000,110000,Diesel
renault duster 85ps,renault,2013,450000,1000,Diesel
maruti ignis 1.3,maruti,2018,590000,26350,Diesel
maruti sx4 vxi,maruti,2012,225000,110000,Petrol
tata indigo cs,tata,2015,225000,68745,Diesel
maruti alto 800,maruti,2006,165000,132000,Petrol
mahindra bolero power,mahindra,2019,860000,35000,Diesel
mahindra xuv500 w6,mahindra,2016,900000,47000,Diesel
tata indigo tdi,tata,2013,182000,100000,Diesel
tata indica vista,tata,2010,100000,80000,Diesel
hyundai santro xing,hyundai,2006,100000,40000,Petrol
maruti alto k10,maruti,2017,375000,27289,Petrol
tata tiago xza,tata,2018,525000,10980,Petrol
hyundai eon era,hyundai,2016,320000,24662,Petrol
maruti swift dzire,maruti,2013,525000,37000,Diesel
nissan evalia xv,nissan,2014,650000,28245,Diesel
hyundai grand i10,hyundai,2017,575000,27005,Diesel
hyundai i10 magna,hyundai,2014,355000,39227,Petrol
mahindra kuv 100,mahindra,2016,470000,31367,Diesel
maruti wagon r,maruti,2008,221000,35008,Petrol
hyundai santro xing,hyundai,2009,195000,27005,Petrol
maruti zen vx,maruti,2001,85000,86000,Petrol
maruti swift vdi,maruti,2013,400000,50000,Diesel
maruti baleno delta,maruti,2017,650000,20000,Diesel
hyundai i10 magna,hyundai,2010,400000,50000,Petrol
tata manza aura,tata,2012,295000,80000,Diesel
maruti omni lpg,maruti,2006,60000,135000,LPG
maruti zen d,maruti,2003,110000,120000,Diesel
fiat linea 1.3,fiat,2015,550000,113600,Diesel
hyundai santro xing,hyundai,2008,190000,70000,Petrol
ford aspire titanium,ford,2018,861999,20000,Diesel
ford aspire titanium,ford,2018,782000,14000,Petrol
ford freestyle titanium,ford,2018,836000,26000,Diesel
honda city i,honda,2016,696000,138925,Petrol
honda jazz 1.5,honda,2016,596000,121764,Diesel
honda jazz 1.2,honda,2016,612000,105429,Petrol
maruti alto 800,maruti,2015,114999,35000,Petrol
tata bolt quadrajet,tata,2017,340000,60000,Diesel
maruti swift zxi,maruti,2020,550000,5000,Petrol
chevrolet aveo u-va,chevrolet,2008,114999,70000,Petrol
maruti wagon r,maruti,2000,105000,80000,Petrol
maruti vitara brezza,maruti,2019,890000,20000,Diesel
tata nexon 1.2,tata,2019,715000,8000,Petrol
hyundai i20 asta,hyundai,2014,525000,54000,Petrol
volkswagen jetta 2.0l,volkswagen,2012,735000,55300,Diesel
honda amaze s,honda,2016,495000,11958,Petrol
hyundai creta 1.6,hyundai,2017,1025000,9000,Petrol
mahindra xuv500 w8,mahindra,2015,750000,70000,Diesel
renault duster 85ps,renault,2013,600000,120000,Diesel
hyundai i20 asta,hyundai,2014,475000,23122,Petrol
hyundai santro xing,hyundai,2007,80000,58000,Petrol
mahindra bolero 2011-2019,mahindra,2013,325000,62200,Diesel
audi a6 2.0,audi,2014,1470000,34000,Diesel
fiat avventura multijet,fiat,2015,350000,53000,Diesel
audi a8 4.2,audi,2013,2800000,49000,Diesel
datsun redigo 1.0,datsun,2017,210000,15000,Petrol
chevrolet cruze lt,chevrolet,2012,349000,44500,Diesel
volkswagen jetta 1.4,volkswagen,2013,450000,50000,Petrol
audi a4 2.0,audi,2013,1150000,53000,Diesel
honda civic 1.8,honda,2009,210000,63500,Petrol
mercedes-benz e-class exclusive,mercedes-benz,2018,4500000,9800,Petrol
volkswagen polo gti,volkswagen,2017,825000,13599,Petrol
bmw x1 sdrive,bmw,2017,2750000,13000,Diesel
chevrolet beat diesel,chevrolet,2012,160000,110000,Diesel
mahindra scorpio sle,mahindra,2014,550000,100000,Diesel
maruti swift 1.3,maruti,2006,95000,110000,Petrol
toyota innova 2.5,toyota,2014,725000,90000,Diesel
tata tigor 1.2,tata,2019,670000,17000,Petrol
maruti alto lx,maruti,2008,65000,140000,Petrol
mahindra xylo d4,mahindra,2015,500000,50000,Diesel
mahindra kuv 100,mahindra,2017,600000,53000,Petrol
maruti wagon r,maruti,2017,350000,70000,Petrol
chevrolet beat diesel,chevrolet,2012,200000,70000,Diesel
hyundai getz 1.5,hyundai,2008,110000,154000,Diesel
hyundai eon sportz,hyundai,2012,150000,80000,Petrol
maruti zen d,maruti,2003,75000,110000,Diesel
honda amaze ex,honda,2013,350000,90000,Diesel
toyota innova crysta,toyota,2018,1700000,15000,Diesel
bmw x1 sdrive20d,bmw,2011,890000,86000,Diesel
mahindra scorpio m2di,mahindra,2014,500000,120000,Diesel
hyundai elite i20,hyundai,2019,600000,5200,Petrol
chevrolet beat ls,chevrolet,2010,99000,60000,Petrol
hyundai i10 era,hyundai,2011,235000,46000,Petrol
tata indigo glx,tata,2006,75000,40000,Petrol
honda city i,honda,2014,600000,90000,Diesel
hyundai verna crdi,hyundai,2019,1000000,25000,Diesel
hyundai verna 1.6,hyundai,2012,390000,90000,Diesel
volkswagen polo 1.5,volkswagen,2015,600000,70000,Diesel
hyundai i20 1.2,hyundai,2017,600000,70000,Petrol
hyundai elite i20,hyundai,2019,730000,35000,Diesel
hyundai grand i10,hyundai,2017,450000,12700,Petrol
maruti ritz ldi,maruti,2011,250000,80000,Diesel
mahindra xuv500 w10,mahindra,2018,1400000,20000,Diesel
renault kwid 1.0,renault,2018,300000,20000,Petrol
ford ecosport 1.5,ford,2017,800000,19000,Petrol
fiat grande punto,fiat,2009,125000,95000,Diesel
bmw x1 sdrive,bmw,2019,2600000,9500,Diesel
skoda fabia 1.2,skoda,2012,300000,50000,Petrol
volkswagen polo diesel,volkswagen,2012,295000,90000,Diesel
ford ecosport 1.0,ford,2013,650000,45839,Petrol
chevrolet aveo 1.4,chevrolet,2010,200000,74510,Petrol
chevrolet aveo u-va,chevrolet,2009,130000,87293,Petrol
ford figo diesel,ford,2012,250000,156040,Diesel
ford endeavour 2.5l,ford,2004,400000,93415,Diesel
ford aspire titanium,ford,2017,430000,101159,Petrol
hyundai eon 1.0,hyundai,2015,170000,80000,Petrol
tata tiago 2019-2020,tata,2019,450000,12000,Petrol
maruti swift zxi,maruti,2013,350000,90000,Petrol
chevrolet spark 1.0,chevrolet,2011,130000,68519,Petrol
chevrolet beat diesel,chevrolet,2012,180000,55130,Diesel
ford ecosport 1.0,ford,2014,475000,65239,Petrol
volkswagen polo 1.2,volkswagen,2015,470000,58182,Petrol
ford fiesta diesel,ford,2012,200000,91245,Diesel
mahindra xuv500 w8,mahindra,2013,650000,102989,Diesel
honda city 1.5,honda,2010,400000,50000,Petrol
maruti zen vxi,maruti,2000,100000,120000,Petrol
maruti swift dzire,maruti,2014,409999,90000,Diesel
maruti swift vdi,maruti,2018,640000,25000,Diesel
maruti wagon r,maruti,2007,160000,80000,Petrol
tata indigo tdi,tata,2013,182000,100000,Diesel
maruti baleno zeta,maruti,2018,750000,70000,Diesel
mahindra jeep mm,mahindra,2002,150000,50000,Diesel
maruti alto std,maruti,2008,80000,100000,Petrol
maruti celerio vdi,maruti,2016,240000,90000,Diesel
maruti esteem lxi,maruti,2005,60000,60000,Petrol
maruti alto lx,maruti,2007,70000,120000,Petrol
volkswagen jetta 1.9,volkswagen,2008,285000,90000,Diesel
maruti swift vdi,maruti,2015,350000,60000,Diesel
hyundai i20 active,hyundai,2015,699000,30000,Diesel
ford figo diesel,ford,2011,275000,108000,Diesel
hyundai i20 1.4,hyundai,2012,350000,160000,Diesel
maruti alto lxi,maruti,2006,135000,90000,Petrol
mahindra xylo e4,mahindra,2010,325000,120000,Diesel
mahindra xuv500 w8,mahindra,2012,650000,102000,Diesel
mahindra bolero sle,mahindra,2009,300000,178000,Diesel
toyota innova 2.5,toyota,2014,1200000,200000,Diesel
ford fiesta petrol,ford,2012,450000,60000,Petrol
tata tiago 1.2,tata,2019,425000,3000,Petrol
maruti alto lxi,maruti,2006,150000,75118,Petrol
maruti ritz ldi,maruti,2013,290000,140000,Diesel
hyundai xcent 1.2,hyundai,2014,335000,60000,Petrol
chevrolet optra 1.6,chevrolet,2006,120000,79000,Petrol
ford ikon 1.6,ford,2005,20000,25000,Petrol
hyundai getz gls,hyundai,2005,250000,70000,Petrol
hyundai santro xing,hyundai,2008,120000,41723,Petrol
maruti sx4 vxi,maruti,2010,250000,70000,Petrol
tata indigo ls,tata,2012,220000,70000,Diesel
ford ikon 1.3,ford,2005,61000,4637,Petrol
maruti swift vdi,maruti,2016,620000,70000,Diesel
maruti swift dzire,maruti,2014,425000,100000,Diesel
tata indica vista,tata,2009,85000,120000,Diesel
maruti swift 1.3,maruti,2015,270000,40000,Diesel
maruti swift vdi,maruti,2009,180000,220000,Diesel
renault kwid 1.0,renault,2018,300000,20000,Petrol
ford ecosport 1.5,ford,2017,800000,19000,Petrol
fiat grande punto,fiat,2009,125000,95000,Diesel
mahindra kuv 100,mahindra,2017,450000,30000,Petrol
tata new safari,tata,2012,450000,42655,Diesel
renault kwid 1.0,renault,2017,250000,43000,Petrol
toyota innova 2.5,toyota,2012,725000,70000,Diesel
hyundai i20 magna,hyundai,2010,250000,55000,Petrol
fiat punto 1.3,fiat,2010,99000,80000,Diesel
renault kwid 1.0,renault,2017,350000,55000,Petrol
hyundai xcent 1.2,hyundai,2018,511000,70000,Petrol
maruti ritz vdi,maruti,2012,300000,80000,Diesel
audi q5 2.0,audi,2010,1100000,110000,Petrol
hyundai i10 sportz,hyundai,2010,125000,60000,Petrol
tata tiago 1.2,tata,2018,500000,30000,Petrol
renault duster 85ps,renault,2013,385000,80000,Diesel
skoda rapid 1.6,skoda,2012,350000,90000,Petrol
maruti 800 std,maruti,2003,60000,50000,Petrol
hyundai santro xing,hyundai,2012,300000,50000,Petrol
hyundai i20 1.4,hyundai,2012,400000,70000,Diesel
ford ecosport 1.5,ford,2014,550000,110000,Diesel
nissan sunny xl,nissan,2012,300000,80000,Petrol
maruti swift vdi,maruti,2012,250000,156000,Diesel
toyota innova 2.5,toyota,2012,800000,180000,Diesel
maruti eeco 5,maruti,2018,300000,25000,Petrol
maruti alto lx,maruti,2004,80000,120000,Petrol
mahindra scorpio s5,mahindra,2020,1200000,11000,Diesel
renault kwid amt,renault,2017,355000,40000,Petrol
maruti swift dzire,maruti,2015,520000,50000,Diesel
hyundai verna 1.6,hyundai,2012,500000,26000,Diesel
maruti alto lxi,maruti,2008,114999,30000,Petrol
toyota fortuner 4x2,toyota,2014,1800000,50000,Diesel
mahindra tuv 300,mahindra,2018,800000,20000,Diesel
maruti alto lxi,maruti,2008,105000,30000,Petrol
maruti alto lxi,maruti,2011,135000,78000,Petrol
maruti wagon r,maruti,2011,170000,40000,Petrol
hyundai verna 1.6,hyundai,2014,550000,100000,Petrol
honda city 1.5,honda,2009,250000,70000,Petrol
hyundai elantra crdi,hyundai,2014,650000,30000,Diesel
honda city 1.5,honda,2008,210000,77000,Petrol
volkswagen vento diesel,volkswagen,2011,260000,150000,Diesel
maruti swift dzire,maruti,2016,750000,69000,Diesel
toyota innova crysta,toyota,2016,1350000,120000,Diesel
maruti ritz vdi,maruti,2012,220000,120000,Diesel
hyundai getz 1.3,hyundai,2008,110000,110000,Petrol
mahindra xuv500 at,mahindra,2017,1230000,70000,Diesel
mahindra quanto c6,mahindra,2013,220000,110000,Diesel
tata indigo lx,tata,2009,130000,50000,Diesel
hyundai i20 1.2,hyundai,2012,330000,44000,Petrol
honda city 1.5,honda,2010,254999,90000,Petrol
hyundai verna 1.6,hyundai,2014,600000,50000,Petrol
hyundai i10 magna,hyundai,2012,210000,50000,Petrol
chevrolet enjoy tcdi,chevrolet,2014,300000,146000,Diesel
tata tiago 1.2,tata,2018,426000,15000,Petrol
maruti alto k10,maruti,2015,265000,60000,Petrol
hyundai xcent 1.2,hyundai,2016,450000,35000,Petrol
hyundai verna 1.6,hyundai,2012,480000,80000,Diesel
tata nano lx,tata,2010,40000,90000,Petrol
honda city 1.5,honda,2011,395000,70000,Petrol
maruti wagon r,maruti,2013,229999,62000,Petrol
ford ecosport 1.5,ford,2018,875000,10000,Petrol
maruti eeco 5,maruti,2010,170000,80000,CNG
hyundai i20 sportz,hyundai,2015,500000,35000,Petrol
renault duster 85ps,renault,2013,450000,1000,Diesel
mercedes-benz c-class progressive,mercedes-benz,2018,3800000,10000,Diesel
audi a4 3.0,audi,2013,1580000,86000,Diesel
bmw x5 xdrive,bmw,2019,4950000,30000,Diesel
hyundai creta 1.6,hyundai,2016,535000,52600,Diesel
maruti sx4 vxi,maruti,2012,225000,110000,Petrol
hyundai grand i10,hyundai,2017,550000,19890,Petrol
maruti swift zxi,maruti,2016,670000,7104,Petrol
maruti ertiga vxi,maruti,2015,625000,11918,Petrol
hyundai grand i10,hyundai,2017,520000,10510,Petrol
chevrolet beat lt,chevrolet,2016,239000,41000,Petrol
toyota fortuner 4x2,toyota,2017,2600000,47162,Diesel
maruti s-cross zeta,maruti,2015,750000,45974,Diesel
hyundai i10 magna,hyundai,2012,229999,49824,Petrol
audi a6 2.0,audi,2013,1300000,58500,Diesel
hyundai santro gs,hyundai,2005,80000,56580,Petrol
skoda laura ambiente,skoda,2012,385000,52000,Diesel
hyundai verna 1.6,hyundai,2015,760000,55340,Petrol
maruti swift dzire,maruti,2017,600000,46507,Diesel
maruti ignis 1.2,maruti,2019,450000,40000,Petrol
maruti ignis 1.2,maruti,2019,450000,40000,Petrol
maruti ertiga vdi,maruti,2012,550000,120000,Diesel
tata manza aura,tata,2013,200000,60000,Petrol
tata indica gls,tata,2008,80000,90000,Petrol
tata new safari,tata,2010,300000,250000,Diesel
ford aspire titanium,ford,2019,675000,15000,Diesel
maruti eeco 7,maruti,2017,260000,30000,Petrol
hyundai grand i10,hyundai,2019,500000,15000,Petrol
hyundai eon sportz,hyundai,2012,150000,55766,Petrol
maruti alto lxi,maruti,2006,100000,80000,Petrol
maruti wagon r,maruti,2001,70000,117000,Petrol
maruti alto lx,maruti,2004,100000,70000,Petrol
toyota innova 2.5,toyota,2012,730000,110000,Diesel
nissan terrano xl,nissan,2016,525000,100000,Diesel
nissan terrano xl,nissan,2016,525000,105000,Diesel
toyota innova 2.5,toyota,2009,550000,182000,Diesel
toyota corolla altis,toyota,2012,420000,95000,Diesel
honda amaze sx,honda,2015,500000,70000,Petrol
maruti wagon r,maruti,2009,165000,76000,Petrol
hyundai verna 1.6,hyundai,2014,650000,70000,Diesel
chevrolet beat diesel,chevrolet,2013,195000,46000,Diesel
maruti zen lx,maruti,1999,75000,70000,Petrol
hyundai accent crdi,hyundai,2005,100000,120000,Diesel
toyota innova crysta,toyota,2017,1770000,25000,Diesel
maruti esteem lxi,maruti,2006,90000,90000,Petrol
hyundai xcent 1.1,hyundai,2016,515000,50000,Diesel
honda jazz 1.5,honda,2017,700000,24585,Diesel
maruti zen lx,maruti,2001,62000,70000,Petrol
toyota etios gd,toyota,2011,220000,110000,Diesel
hyundai santro magna,hyundai,2019,520000,10000,CNG
fiat linea emotion,fiat,2010,170000,100000,Petrol
ford figo diesel,ford,2011,190000,110000,Diesel
ford figo diesel,ford,2011,150000,100000,Diesel
maruti zen estilo,maruti,2009,125000,65000,Petrol
honda amaze ex,honda,2015,290000,40000,Diesel
maruti celerio x,maruti,2019,490000,13900,Petrol
tata tigor 1.2,tata,2017,434999,17563,Petrol
tata zest revotron,tata,2016,380000,15000,Petrol
volkswagen polo diesel,volkswagen,2012,200000,82000,Diesel
ford figo 1.5d,ford,2016,495000,40000,Diesel
toyota innova 2.5,toyota,2014,894999,173000,Diesel
mahindra xuv500 w6,mahindra,2014,600000,151000,Diesel
honda brio s,honda,2015,300000,50000,Petrol
honda amaze e,honda,2017,430000,15000,Petrol
honda amaze e,honda,2017,370000,80000,Diesel
maruti baleno zeta,maruti,2019,750000,11000,Petrol
maruti alto k10,maruti,2016,300000,50000,CNG
bmw x1 sdrive20d,bmw,2012,700000,120000,Diesel
maruti wagon r,maruti,2007,100000,70000,LPG
hyundai grand i10,hyundai,2015,300000,90000,Petrol
tata indica vista,tata,2012,130000,185000,Diesel
hyundai i20 asta,hyundai,2016,650000,40000,Diesel
maruti swift vdi,maruti,2017,509999,25000,Diesel
toyota innova 2.5,toyota,2013,1000000,117780,Diesel
hyundai verna crdi,hyundai,2010,280000,120000,Diesel
maruti swift ddis,maruti,2017,600000,120000,Diesel
skoda rapid 1.6,skoda,2013,210000,120000,Diesel
audi q3 2.0,audi,2014,1150000,110000,Diesel
hyundai eon magna,hyundai,2018,229999,30000,Petrol
hyundai eon magna,hyundai,2018,245000,30000,Petrol
mahindra scorpio s4,mahindra,2015,600000,60000,Diesel
hyundai grand i10,hyundai,2016,375000,25000,Petrol
mahindra scorpio 1.99,mahindra,2015,150000,55000,Diesel
mahindra xuv500 w10,mahindra,2018,1450000,20000,Diesel
maruti ertiga vdi,maruti,2014,500000,100000,Diesel
maruti alto lxi,maruti,2007,75000,40000,Petrol
hyundai sonata at,hyundai,2006,225000,80000,Petrol
hyundai sonata 2.4l,hyundai,2006,275000,80000,Petrol
mahindra bolero power,mahindra,2018,620000,35000,Diesel
nissan x-trail slx,nissan,2010,600000,110000,Diesel
mahindra xylo e8,mahindra,2011,275000,160000,Diesel
tata indigo tdi,tata,2013,125000,125000,Diesel
tata indigo gls,tata,2011,80000,62000,Petrol
nissan micra diesel,nissan,2011,199000,120000,Diesel
nissan micra xl,nissan,2016,440000,33000,Petrol
maruti swift dzire,maruti,2013,250000,80000,Diesel
hyundai i20 1.4,hyundai,2017,700000,35000,Diesel
hyundai grand i10,hyundai,2015,450000,50000,Diesel
maruti alto 800,maruti,2019,240000,5000,Petrol
hyundai xcent 1.2,hyundai,2016,350000,12000,Petrol
ford ecosport 1.5,ford,2016,650000,81595,Diesel
hyundai getz gls,hyundai,2005,71000,22000,Petrol
maruti swift vxi,maruti,2015,400000,40000,Petrol
maruti alto lxi,maruti,2008,130000,40000,Petrol
mahindra scorpio 2.6,mahindra,2013,300000,70000,Diesel
nissan kicks xl,nissan,2019,1100000,4000,Diesel
bmw 3 series,bmw,2015,2200000,24000,Diesel
honda amaze vx,honda,2018,800000,13500,Petrol
maruti ritz vdi,maruti,2013,490000,40000,Diesel
honda jazz 1.2,honda,2018,836000,9700,Petrol
volkswagen polo petrol,volkswagen,2012,375000,62000,Petrol
honda br-v i-dtec,honda,2016,1249000,24000,Diesel
honda wr-v i-dtec,honda,2019,1240000,13000,Diesel
tata nano std,tata,2009,35000,50000,Petrol
honda br-v i-vtec,honda,2017,1068000,36000,Petrol
honda br-v i-dtec,honda,2017,1189000,40000,Diesel
hyundai elite i20,hyundai,2018,700000,27000,Petrol
maruti alto k10,maruti,2016,350000,40000,Petrol
hyundai i10 magna,hyundai,2009,254999,80000,Petrol
mahindra scorpio 2.6,mahindra,2005,229999,221000,Diesel
hyundai i20 asta,hyundai,2016,750000,80000,Diesel
maruti ritz vdi,maruti,2012,325000,119000,Diesel
toyota innova 2.5,toyota,2009,760000,190000,Diesel
maruti celerio zxi,maruti,2017,509999,25000,Petrol
nissan micra xl,nissan,2013,363000,28740,Petrol
maruti alto k10,maruti,2010,229999,48500,Petrol
nissan sunny xl,nissan,2012,290000,110000,Petrol
maruti swift vxi,maruti,2018,550000,30000,Petrol
tata indica vista,tata,2011,125000,120000,Diesel
volvo xc60 d5,volvo,2014,2000000,130000,Diesel
toyota innova 2.5,toyota,2008,350000,140000,Diesel
hyundai verna 1.6,hyundai,2011,390000,90000,Diesel
maruti wagon r,maruti,2010,260000,50000,Petrol
maruti omni bsiii,maruti,2008,150000,50000,Petrol
maruti esteem vxi,maruti,2006,85000,60000,Petrol
maruti alto 800,maruti,2015,280000,15000,Petrol
maruti celerio vxi,maruti,2015,220000,45000,Petrol
hyundai santro xing,hyundai,2005,140000,80000,Petrol
maruti wagon r,maruti,2018,370000,15000,Petrol
maruti swift dzire,maruti,2019,650000,20000,Diesel
maruti alto 800,maruti,2017,280000,37000,Petrol
maruti swift dzire,maruti,2016,540000,80000,Diesel
ambassador classic 2000,ambassador,2002,50000,120000,Diesel
maruti ciaz sigma,maruti,2018,800000,20000,Petrol
ford figo 1.5d,ford,2016,515000,25000,Diesel
hyundai i20 1.2,hyundai,2010,220000,96000,Petrol
hyundai i20 asta,hyundai,2014,525000,54000,Petrol
chevrolet spark 1.0,chevrolet,2013,165000,53000,Petrol
fiat linea 1.3,fiat,2010,221000,65000,Diesel
chevrolet beat lt,chevrolet,2015,245000,43000,Petrol
ford figo 1.2p,ford,2012,260000,42000,Petrol
skoda superb elegance,skoda,2011,550000,73000,Diesel
hyundai grand i10,hyundai,2015,434999,29000,Petrol
tata safari storme,tata,2013,450000,95000,Diesel
chevrolet sail 1.2,chevrolet,2014,290000,25000,Petrol
volkswagen vento 1.0,volkswagen,2011,305000,53000,Petrol
ford classic 1.6,ford,2011,265000,20000,Petrol
honda brio 1.2,honda,2014,325000,57000,Petrol
chevrolet cruze ltz,chevrolet,2014,550000,52000,Diesel
maruti zen estilo,maruti,2008,105000,40000,Petrol
honda brio 1.2,honda,2012,275000,47000,Petrol
honda city 1.5,honda,2012,434999,47000,Petrol
hyundai verna 1.6,hyundai,2016,690000,73000,Diesel
honda brio v,honda,2012,249000,42000,Petrol
hyundai eon d,hyundai,2012,204999,60000,Petrol
chevrolet beat diesel,chevrolet,2012,200000,50000,Diesel
maruti wagon r,maruti,2015,190000,120000,Petrol
maruti alto lxi,maruti,2012,150000,50000,Petrol
maruti zen lx,maruti,1999,70000,70000,Petrol
mahindra bolero power,mahindra,2018,900000,25000,Diesel
maruti ertiga zxi,maruti,2019,950000,11000,Petrol
maruti swift dzire,maruti,2013,475000,80000,Petrol
maruti 800 std,maruti,1998,55000,80000,Petrol
ford fiesta titanium,ford,2013,450000,75000,Diesel
bmw 5 series,bmw,2009,1200000,45000,Diesel
mahindra bolero slx,mahindra,2007,300000,100000,Diesel
honda city i,honda,2014,350000,60000,Diesel
tata indica vista,tata,2011,229999,160000,Diesel
hyundai creta 1.6,hyundai,2015,821000,50000,Petrol
maruti alto k10,maruti,2014,200000,80000,Petrol
mahindra scorpio 1.99,mahindra,2017,1000000,60000,Diesel
maruti alto 800,maruti,2016,220000,60000,Petrol
ford figo aspire,ford,2015,459999,148620,Diesel
maruti sx4 zdi,maruti,2012,310000,70000,Diesel
hyundai elite i20,hyundai,2018,815000,42000,Diesel
hyundai verna 1.6,hyundai,2017,1200000,40000,Diesel
chevrolet optra magnum,chevrolet,2011,170000,150000,Diesel
maruti s-cross alpha,maruti,2017,1000000,30000,Diesel
hyundai santro xing,hyundai,2010,155000,90000,Petrol
mahindra tuv 300,mahindra,2017,400000,120000,Diesel
mahindra quanto c4,mahindra,2016,400000,80000,Diesel
tata indica vista,tata,2010,250000,80000,Diesel
tata indigo glx,tata,2008,150000,50000,Petrol
hyundai santro lp,hyundai,2002,80000,70000,Petrol
maruti sx4 zxi,maruti,2009,130000,120000,Petrol
volkswagen vento 1.5,volkswagen,2014,325000,70000,Diesel
volkswagen jetta 2.0l,volkswagen,2012,735000,55300,Diesel
tata indica vista,tata,2012,285000,74300,Diesel
honda city vx,honda,2010,350000,48781,Petrol
volkswagen jetta 1.9,volkswagen,2010,290000,87620,Diesel
volkswagen vento 1.5,volkswagen,2017,890000,40219,Diesel
honda jazz vx,honda,2011,385000,11473,Petrol
maruti eeco 5,maruti,2017,425000,8352,Petrol
maruti wagon r,maruti,2017,525000,9745,Petrol
hyundai grand i10,hyundai,2017,550000,9748,Petrol
volkswagen polo 1.0,volkswagen,2012,271000,49000,Petrol
hyundai creta 1.6,hyundai,2018,1490000,20694,Diesel
hyundai grand i10,hyundai,2015,490000,31080,Petrol
hyundai eon era,hyundai,2014,260000,37605,Petrol
hyundai xcent 1.1,hyundai,2014,455000,55850,Diesel
tata nano lx,tata,2010,75000,58850,Petrol
toyota etios cross,toyota,2015,421000,23839,Petrol
maruti swift ddis,maruti,2016,550000,54000,Diesel
hyundai i10 sportz,hyundai,2013,330000,38000,Petrol
volkswagen vento 1.5,volkswagen,2012,390000,45454,Diesel
skoda rapid 1.5,skoda,2015,599000,46957,Diesel
hyundai elite i20,hyundai,2019,738000,8000,Petrol
maruti alto k10,maruti,2016,300000,30000,Petrol
tata indica vista,tata,2012,150000,110000,Diesel
toyota innova 2.5,toyota,2007,440000,223000,Diesel
volkswagen vento ipl,volkswagen,2011,280000,110000,Diesel
hyundai santro gs,hyundai,2006,100000,120000,Petrol
maruti swift vxi,maruti,2008,150000,100000,Petrol
maruti swift dzire,maruti,2014,380000,100000,Diesel
maruti alto lx,maruti,2006,90000,60000,Petrol
mahindra scorpio vls,mahindra,2008,300000,270000,Diesel
skoda fabia 1.2,skoda,2011,275000,60000,Diesel
maruti zen estilo,maruti,2009,180000,41090,Petrol
maruti swift vdi,maruti,2012,225000,296823,Diesel
maruti alto 800,maruti,2014,200000,40000,Petrol
toyota corolla altis,toyota,2011,500000,40000,Petrol
ford fiesta 1.6,ford,2010,300000,70000,Petrol
hyundai verna 1.6,hyundai,2015,765000,80000,Diesel
maruti swift dzire,maruti,2017,650000,90000,Diesel
maruti wagon r,maruti,2017,380000,19000,Petrol
maruti swift dzire,maruti,2014,480000,110000,Diesel
mahindra jeep mm,mahindra,1996,200000,60000,Diesel
maruti wagon r,maruti,2017,380000,19000,Petrol
maruti zen estilo,maruti,2010,145000,68000,CNG
maruti ritz vdi,maruti,2011,280000,120000,Diesel
maruti swift dzire,maruti,2014,254999,30000,Diesel
tata bolt revotron,tata,2016,300000,90000,Petrol
maruti swift vdi,maruti,2015,480000,140000,Diesel
skoda rapid monte,skoda,2017,850000,44500,Petrol
hyundai i20 asta,hyundai,2014,350000,52000,Diesel
hyundai i20 active,hyundai,2016,650000,26000,Petrol
hyundai i20 active,hyundai,2016,650000,26000,Petrol
tata new safari,tata,2007,550000,80000,Petrol
maruti celerio vxi,maruti,2015,300000,35000,Petrol
maruti swift 1.3,maruti,2008,150000,60000,Petrol
hyundai grand i10,hyundai,2014,300000,120000,Petrol
hyundai santro xing,hyundai,2004,80000,58000,Petrol
